,Name,Website,Description,Tags,Country,Computer,Phone,TwitterUsername
306,Tim Teege,https://www.teesche.com/uses/,"Web Studio CEO, Former Frontend Dev, Blogger, Ultrarunner","Manager, Developer, Blogger, Entrepreneur, HTML, CSS, JavaScript, PHP, MySQL",🇩🇪,apple,iphone,https://twitter.com/teesche
307,Kai Devrim,https://devrim.tech/uses/,IT/Programming Student & Really Bad Hacker,"Student, macOS, Debian, Web Development, Servers, Docker, TypeScript, C#, .NET, Developer, React, Node.js, IT, Server, Ansible, Engineer",🇹🇷,apple,android,https://twitter.com/DevrimKai
308,David Anguita,https://davidanguita.name/uses/,Software developer & consultant. Maker. Gamer by night. :wq,"Developer, Full Stack, Freelancer, Ruby, Ruby on Rails, Elixir, JavaScript, Vim",🇪🇸,linux,android,https://twitter.com/danguita
309,Vincent Lejtzén,https://lejtzendesign.se/uses,"Front end developer with love for design, user experience and SEO.","Accessibility, Bootstrap, CSS, Composer, Continuous Delivery, Designer, Developer, ES6, FaunaDB, Front End, Gridsome, HTML, JAMstack, JavaScript, Laravel, Netlify, Next.js, Node.js, PHP, Parcel, Performance, Photoshop, Sass, SCSS, SEO, Serverless, TailWindCSS, UI, UX, VS Code, Vercel, Vue.js, Web Developer, WordPress, macOS, npm",🇸🇪,apple,iphone,https://twitter.com/lejtzen
310,Piyush Mehta,http://www.piyushmehta.com/uses/,Full Stack Developer Based in INDIA,"Developer, Full Stack, JavaScript, React, CSS, SpringBoot, Node.js",🇮🇳,apple,iphone,https://twitter.com/CoderWhoKnows
311,Joshua Ryan Velasquez,https://joshua-afk.github.io/uses,"Web Developer, Designer, Vimmer, Typist, Calisthenics, Mortal.","Full Stack, Web Developer, Software Developer, Designer, Laravel, Ruby on Rails, Node.js, Vue.js, TailWindCSS, Sass, Vim, Entrepreneur, Calisthenics",🇵🇭,windows,android,
312,Jacob Herper,https://jacobherper.com/uses,Senior Front-End Engineer with a passion for all things digital. I create amazing web apps to make the internet a better place.,"JavaScript, React, Next.js, Front End, Remix, TypeScript, Performance, GraphQL, Redux",🇬🇧,apple,iphone,https://twitter.com/jakeherp
313,Timothy Miller,https://timothymiller.dev/uses,Web Designer/Developer for hire. Wears lots of hats.,"Developer, Designer, Front End, Full Stack, Entrepreneur, Youtuber, JavaScript, CSS, PHP, Blogger",🇺🇸,apple,iphone,https://twitter.com/WebInspectInc
314,Dominik Gallitzendörfer,https://nharox.com/uses,Front‑end developer with a focus on UI/UX. Loves CSS and is addicted to Tetris.,"Front End, UI/UX, Accessibility, HTML, CSS, JavaScript, TypeScript, React, Gatsby, Next.js, TailWindCSS, JAMstack",🇩🇪,apple,android,https://twitter.com/nharox
315,Rev,https://cinnamoroll.me/uses,A Software developer and artist based in Europe. ,"Laravel, JavaScript, PHP, C++, Photoshop, Developer, Designer",🇪🇺,windows,android,
316,Marc-André Bombeck,https://bombeck.io/uses,"IT-Project-Manager, Network-Administrator from Germany","Project-Manager, Network, InfoSec, ctf, JavaScript, Node.js, Next.js, Bookmarks",🇩🇪,windows,iphone,https://twitter.com/mbombeck
317,Dennis Sauvé,https://gist.github.com/dengsauve/e344ef7d8bd0d194b602e8b2d4490f98,DevOps Engineer w/Dev roots in the Pacific North West!,"Azure, Developer, DevOps, FinTech, GitHub, Laravel, PHP, Pulumi, Rails, Remote, Ruby, TailWindCSS",🇺🇸,apple,iphone,https://twitter.com/dengsauve
318,Angel Taborda Chinea,https://ataborda.com/uses,"Software Developer, Teacher, JW, CTO en IO Digital","Developer, Full Stack, Web, React, JavaScript, .NET, AI",🇪🇸,apple,iphone,
319,Thomas Large,https://tomlarge.dev/uses,My name is Tom! I write code,"Developer, Full Stack, Ruby on Rails, JavaScript, React, React Native, TypeScript, WordPress, DevOps, Node.js, GraphQL",🏴󠁧󠁢󠁥󠁮󠁧󠁿,apple,iphone,
320,Wojciech M. Wnuk,https://lanius.dev/uses,"Magento developer, vimmer, Linux and FOSS enthusiast.","Programmer, Web Developer, Youtuber, Backend, PHP, AlpineJS, TailWindCSS, Magento, Bash, MySQL, Elixir",🇵🇱,linux,iphone,https://twitter.com/laniusdev
321,Joe Previte,https://joeprevite.com/uses,Developer Advocate on the Open Source Team at Facebook,"Developer, Speaker, Teacher, Full Stack, Developer Advocate, JavaScript, React, React Native, Node.js, Gatsby, Rust, TypeScript",🇺🇸,apple,iphone,https://twitter.com/jsjoeio
322,Josef Aidt,https://josefaidt.dev/uses,JavaScript and Garlic Bread connoisseur,"Full Stack, React, Node.js, GraphQL, Gatsby",🇺🇸,apple,android,https://twitter.com/josefaidt
323,Dennis Muensterer,https://dnnsmnstrr.github.io/uses,Inherently lazy and striving to do less. I like making things that make things more effortless.,"JavaScript, Developer, React, Full Stack, Node.js, Front End, HTML, Web Developer, Remote, Web Development, React Native, Styled Components, macOS, iOS, API, Software Developer, Maker, Music",🇩🇪,apple,iphone,https://twitter.com/dnnsmnstrr
324,Felix Kirmaier,https://www.kirmaier.net/uses/,"Frontend Developer from Unterhaching near Munich in Germany, doing mostly web performance, HTML, SCSS, JS, automated testing and TYPO3 for a living","HTML, CSS, SCSS, JavaScript, SEO, React, Front End, Performance, Testing, npm, Node.js, Cypress, Percy, TYPO3, Developer, Speaker, Eleventy, Netlify, JAMstack",🇩🇪,apple,iphone,https://twitter.com/felixk76
325,Chiamaka Ikeanyi,https://chiamakaikeanyi.dev/uses,"Software Engineer, Technical Writer, Poet","Engineer, Front End, Blogger, JavaScript, Accessibility, Performance",🇳🇬,apple,android,https://twitter.com/chiamakaikeanyi
326,Sreetam Das,https://sreetamdas.com/uses,"Software Developer from India. 💜 React, TypeScript and Mechanical Keyboards!","Developer, React, TypeScript, JavaScript, CSS, Mentor, Next.js, Python, Remote, Netlify",🇮🇳,apple,android,https://twitter.com/_SreetamDas
327,Amir Ghaffari,https://amirghaffari.com/uses/,full-stack web developer,"Web Development, Backend, Full Stack, PHP, Go, Laravel, Lumen, TDD",🇮🇷,linux,android,https://twitter.com/eamirgh
328,Gavin Pereira,https://gavinpereira.in/uses,"Graphic designer & frontend developer from Goa, India","HTML5, CSS3, JavaScript, Nunjucks, Sass, TailWindCSS, 11ty, Git, Illustrator, Photoshop, After Effects, Figma, GSAP, Python, Contentful CMS",🇮🇳,windows,android,https://twitter.com/pexeixv
329,Darlene Zouras,https://darzouras.com/uses/,"Front-End and UI/UX Developer, Accessibility advocate, JAMStack fan, working in the marketing and entertainment industry","Developer, Front End, UX, JAMstack, CSS, HTML, JavaScript, Accessibility",🇺🇸,apple,iphone,https://twitter.com/darzouras
330,Usman Khwaja,https://usmankhwaja.com/uses,"Front end engineer, Jamstack developer","Developer, Engineer, JAMstack, JavaScript, AMP, CSS",🇵🇰,windows,android,https://twitter.com/numbfall
331,Andrew Zeller,https://zeller.io/uses,Frontend engineer and designer | SF Bay Area | Drone enthusiast,"Front End, Engineer, Developer, Designer, Full Stack, JavaScript, React, Node.js, Styled Components, CSS, Gatsby, Next.js",🇺🇸,apple,android,https://twitter.com/andrewjzeller
332,Andy Bell,https://piccalil.li/page/uses,"Educator who focuses on design, front-end development, accessibility and progressive enhancement. I teach at and run, Piccalilli.","Educator, Designer, Developer, CSS, JavaScript, Accessibility",🇬🇧,apple,iphone,https://twitter.com/piccalilli_
333,Elio Struyf,https://www.eliostruyf.com/uses,Engineering Lead / Office Development MVP / Public Speaker,"Developer, SPFx, React, TypeScript, Node.js, Blogger, DevOps, Speaker, Freelancer, Microsoft",🇧🇪,apple,iphone,https://twitter.com/eliostruyf
334,Rowe Morehouse,https://rowe-morehouse.github.io/resume/uses/,Growth · Product · Software Project Management · Frontend Dev · Design · Technical Writing · Sales,"Entrepreneur, Writer, Teacher, Marketer, Designer, Developer, Front End, CSS, JavaScript, UX, UI",🇺🇸,apple,android,https://twitter.com/rowemore
335,Oscar Marion,https://www.oscarmarion.dev/uses,French front-end engineer based in Brussels.,"Front End, JavaScript, React, HTML/CSS, Performances, Vue.js, Node.js, Svelte, TailWindCSS, Developer, Next.js, Gatsby, Vercel, Docker, TypeScript, DevOps, GraphQL, React Native",🇫🇷,apple,iphone,https://twitter.com/OscarMarion
336,Manuel Coiai,https://github.com/viralk/uses,"Creative front-end developer living in Pisa, Italy","JavaScript, Front End, CSS, HTML, SCSS",🇮🇹,apple,android,
337,Henrik Nyh,https://henrik.nyh.se/uses,"Swedish web developer in Yorkshire, UK.","Developer, Blogger, Ruby, Elixir, Vim",🇬🇧,apple,iphone,https://twitter.com/henrik
338,Renan Moura,https://renanmf.com/uses,"Posts for anyone looking to go deeper into Python and find practical ways to apply it in the fields of Web Development, Data Science and Machine Learning","Python, Cloud, Data, Machine Learning, Web Development, Software Engineering, Databases, Containers, Linux",🇧🇷,linux,android,https://twitter.com/renanmouraf
339,Renee de Kruijf,https://webdesignpuntnl.com/pages/uses.html,Javascript developer in the making. Still learning every day. Liking it a lot!,"Developer, JavaScript, React, Next.js, Gatsby, Styled-Components, CSS",🇳🇱,linux,iphone,https://twitter.com/reneedekruijf
340,Yash Dave,https://amorpheuz.dev/uses/,Web Developer who ❤s Gatsby & React. Ocassional blogger & Open Source Contributor!,"Developer, Full Stack, Web Developer, React, JavaScript, Gatsby, Python, .NET Core, JAMstack",🇮🇳,windows,android,https://twitter.com/amorpheuz
341,Sergio Martín,https://www.sergiomartin.dev/uses,I enjoy creating and learning for the web. Standards and vanilla enthusiast,"Web Developer, Developer, JavaScript, Front End, Backend, Linux",🇪🇸,linux,android,https://twitter.com/WhizzoCode
342,Marko Bajlovic,https://marko.tech/uses,Multidisciplinary creative and developer; forever learning.,"DevOps, Front End, Backend, Full Stack, React, Nginx, Gatsby, Python, PHP, Designer, Developer, UI, UX",🇺🇸,apple,iphone,https://twitter.com/desmosthenes
343,Preston Lamb,https://www.prestonlamb.com/uses,Full Stack JavaScript Developer and Thinkster.io Author,"Angular, Developer, JavaScript, TypeScript, SCSS, RxJS, Scully, Instructor, Teacher, Course Maker, Blogger",🇺🇸,apple,android,https://twitter.com/prestonjlamb
344,Andrew Nguyen Vo,https://awnvo.com/uses,"Lover of code, coffee, and karaoke","Developer, Designer, Engineer, Front End, Angular, TypeScript",🇺🇸,windows,iphone,https://twitter.com/TheNgooyun
345,David Leuliette,https://davidl.fr/uses,Freelance React Native developer and bootcamp instructor specializing in cross-platform application.,"Engineer, Designer, Front End, Entrepreneur, Teacher, Speaker, JavaScript, TypeScript, React, CSS, GraphQL",🇫🇷,apple,iphone,https://twitter.com/flexbox_
346,Jenna Pederson,https://jennapederson.com/uses,Technical entrepreneur with a passion for community and equity-building,"Engineer, Entrepreneur, Full Stack, Ruby, Ruby on Rails, JavaScript, Vue.js, Node.js, Blogger, Speaker",🇺🇸,apple,iphone,https://twitter.com/jennapederson
347,Junaid Qadir,https://junaidqadir.com/uses,A Full Stack #Laravel Developer,"Blogger, Developer, Full Stack, Laravel, PHP, JavaScript, Vue.js, React, CSS",🇨🇦,linux,android,https://twitter.com/junaidqadirb
348,Anubhav Srivastava,https://theanubhav.com/uses,Web Developer. Occasional blogger. Part time open source contributor,"Front End, UX Developer, Developer, HTML, CSS, JavaScript, npm",🇮🇳,apple,android,https://twitter.com/onlyanubhav
349,Dan Vega,https://www.danvega.dev/uses/,"Full-Stack, Curriculum Developer. I am passionate about learning new things and teaching them to others.","HTML, CSS, Web Development, Front End, TailWindCSS, JavaScript, Vue.js, Blogger, Youtuber, Entrepreneur, Teacher, Go, Java",🇺🇸,apple,iphone,https://twitter.com/therealdanvega
350,Julian Stark,https://julianstark.de/uses,WordPress Web Developer & Entrepreneur,"Developer, WordPress, JavaScript, PHP, CSS, HTML, Web Developer, Performance, Entrepreneur",🇩🇪,apple,iphone,https://twitter.com/julianstark_de
351,Sam Boswell,https://www.bozzie.org/uses,"CTO, Engineering Manager, IoT, info-sec, geek Sometimes mint condition. Free P&P. Warranty not included.","InfoSec, Developer, Engineer, C#, Machine Learning, IoT, Speaker",🇬🇧,windows,android,https://twitter.com/sboswell
352,Galen Cuthbertson,https://galen.me/uses,I build tools & tools to help understand human culture.,"Researcher, Developer, Digital Humanities, Cultural Analytics, Clojure, ClojureScript, AI, vscode, Full Stack",🇦🇺,apple,iphone,
353,Duncan McDougall,https://www.belter.io/uses/,"Web developer, contractor, remotely working from the South of Scotland","Developer, Full Stack, JavaScript, React, CSS, Performance, Remote",🇬🇧,windows,android,https://twitter.com/duncanmcdougall
354,Manuel Savino,https://manuels.dev/uses,Frontend Web Developer ,"Front End, Developer, Problem Solver, JavaScript, JAMstack, Gatsby, Next.js, React, Node.js, FaunaDB, Sanity, GraphQL, TailWindCSS, Styled-Components",🇺🇸,apple,android,https://twitter.com/mansav17
355,Jim Fang,https://airfusion.dev/uses,"Developer, Tech enthusiast, Student.","Developer, JavaScript, Node.js, Bootstrap, Materialize, TailWindCSS, Next.js, Express.js, Discord.js, Cheerio, Puppeteer, React, React Native, Electron, MongoDB, Redis, IPFS, Docker, CircleCI, Sentry, Google Cloud Platform",🇺🇸,apple,android,https://twitter.com/airfusionjfa
356,Łukasz Rybka,https://www.dragonia.org.pl/uses/,"Full Stack Developer from Poland. Public speaker, bootcamp trainer and consultant. Legacy code and CI/CD enthusiast.","Developer, Full Stack, Entrepreneur, Teacher, Speaker, Mentor, JavaScript, Angular, Node.js, TypeScript, Gatsby, GraphQL, Python, Backend, DevOps, Architect, JAMstack",🇵🇱,apple,iphone,https://twitter.com/Smoczysko
357,Jonas Jore,https://github.com/JonasJore/dotfiles/blob/master/uses-tech.md,"Fullstack Developer, Problemsolving, coffee and fancy terminaltricks!","Developer, Full Stack, Web, Java, Kotlin, Rust, React, TypeScript",🇳🇴,linux,android,https://twitter.com/JonasJore
358,Khafizi Noh,https://mkfizi.dev/uses,"Full-stack web developer based in Cyberjaya, Malaysia.","PHP, TailWindCSS, Bootstrap, Alpine.Js, React, Vue, Laravel, JavaScript, JQuery, DevOps, REST, MySQL, Backend, Front End, Full Stack, Developer, Remote",🇲🇾,apple,iphone,https://twitter.com/mkfizi
359,Chris Collins,https://chriscollins.me/uses,"I design and build digital products, hike and take photos.","Developer, Designer, JavaScript, HTML, CSS, React, Sass, Photographer",🏴󠁧󠁢󠁳󠁣󠁴󠁿,apple,iphone,https://twitter.com/scottishstoater
360,Iñigo Ochoa,https://inigochoa.me/uses/,Backend developer and amateur basketball coach.,"Developer, JavaScript, Vue.js, PHP, Engineer, Backend, Web Developer, Web Development, TailWindCSS, Linux, VS Code, Ubuntu, Eleventy, Websites, Symfony",🇪🇸,linux,android,https://twitter.com/inigochoa
361,Rhys Botfield,https://rhysbotfield.co.uk/uses,"Full-stack PHP, JS, and DevOps developer, agency director, and open-source contributor","Accessibility, AWS, Backend, CentOS, Cloud, CSS, Contractor, Developer, DevOps, Dev Ops, Docker, Engineer, Entrepreneur, Freelancer, Front End, Full Stack, HTML, Inertia, JavaScript, Laravel, Linux, Magento, Magento 2, MySQL, Node.js, Nuxt, Performance, PHP, React, Remote, SCSS, Serverless, SQL, Testing, TailWindCSS, Ubuntu, Vim, VS Code, Vue.js, Web, Web Development, Web Developer, WordPress",🇬🇧,linux,android,https://twitter.com/rhysnathan
362,Mathias Borgmalm,https://www.mathiasborgmalm.dev/uses/,Thinks CSS is underrated.,"Front End, HTML, CSS, SCSS, JavaScript, Vue.js",🇸🇪,apple,iphone,https://twitter.com/themateboy
363,Thorsten Hans,https://thorsten-hans.com/uses/,Cloud-Native software developer from Germany.,"Angular, .NET Core, Docker, Kubernetes, Terraform, Azure, aspnetcore",🇩🇪,apple,iphone,https://twitter.com/ThorstenHans
364,Abdessalam Benharira,https://abdessalam-benharira.me/uses,"JavaScript developer, UX/UI design and tech enthusiast","Developer, Blogger, Full Stack, JavaScript, Node.js, Design, JAMstack, GraphQL",🇫🇷,apple,android,https://twitter.com/abdessalam_b98
365,David A. Vives R.,https://dispuestoaaprender.com/en/uses,"software engineer, web developer, chess player, comics reader, loves reading, learning new things, sushi, bbq sauce and aioli.","Developer, Full Stack, JavaScript, TypeScript, NativeScript, React, Angular, Vue.js, Node.js, C#, .NET Core, .NET, Python",🇨🇷,apple,iphone,https://twitter.com/davidvives
366,H. Kamran,https://hkamran.com/uses,"Hello world! I'm a developer who writes articles on things that interest me or I find useful, and takes photos!","React, Node.js, JavaScript, TypeScript, Next.js, Flutter, Android, Vue, Vue.js, Git, GitHub, VS Code, Full Stack, macOS, TailWindCSS, Backend, Front End, Python, pnpm, Vercel, Netlify, Figma, JSON",🇺🇸,apple,android,https://twitter.com/hkamran80
